id,symbol,datetime,open_price,high_price,low_price,close_price,volume,rsi_5,rsi_7,rsi_10,rsi_14,rsi_21,dif,macd,macd_histogram,rsv,k_value,d_value,j_value,ma5,ma10,ma20,ma60,ema12,ema26,bb_upper,bb_middle,bb_lower,atr,cci,willr,mom,pattern_signals,created_at,updated_at,MA_Cross,BB_Signal,MACD_Cross,Trend,MACD_Div,Anomaly,RSI_Signal,KD_Signal,SR_Signal,Volume_Anomaly,EMA_Cross,CCI_Signal,WILLR_Signal,MOM_Signal,Buy_Signals,Sell_Signals,Trade_Signal,Signal_Strength
36,AAPL,2024-10-07 09:30:00,224.46,225.54,224.055,225.32,7846943,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.790000,2025-09-30 00:19:05.790000,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
37,AAPL,2024-10-07 10:30:00,225.315,225.69,224.48,225.0601,3155397,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.790000,2025-09-30 00:19:05.790000,,,,偏空,,,,,,,,,,,0.0,0.5,,
38,AAPL,2024-10-07 11:30:00,225.08,225.28,224.07,224.26,2733871,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.790000,2025-09-30 00:19:05.790000,,,,偏空,,,,,,,,,,,0.0,0.5,,
39,AAPL,2024-10-07 12:30:00,224.25,224.57,223.81,223.81,2471325,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.793333,2025-09-30 00:19:05.793333,,,,偏空,,,,,,,,,,,0.0,0.5,,
40,AAPL,2024-10-07 13:30:00,223.7801,224.06,223.4,223.7499,2377594,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.793333,2025-09-30 00:19:05.793333,,,,偏空,,,,,,,,,,,0.0,0.5,,
41,AAPL,2024-10-07 14:30:00,223.73,223.73,222.23,222.565,4495723,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.793333,2025-09-30 00:19:05.793333,,,,偏空,,,,,,,,,,,0.0,0.5,,
42,AAPL,2024-10-07 15:30:00,222.564,222.63,221.335,221.72,4695507,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.793333,2025-09-30 00:19:05.793333,,,,偏空,,,,,,,,,,,0.0,0.5,,
43,AAPL,2024-10-08 09:30:00,224.31,225.88,223.25,224.9,8969276,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.796666,2025-09-30 00:19:05.796666,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
44,AAPL,2024-10-08 10:30:00,224.8976,225.96,224.66,225.33,3802538,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.796666,2025-09-30 00:19:05.796666,,,,偏空,,,,,,,,,,,0.0,0.5,,
45,AAPL,2024-10-08 11:30:00,225.3393,225.6,224.74,224.82,2178501,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.796666,2025-09-30 00:19:05.796666,,,,偏空,,,,,,,,,,,0.0,0.5,,
46,AAPL,2024-10-08 12:30:00,224.83,225.0,224.2224,224.74,1971901,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.796666,2025-09-30 00:19:05.796666,,,,偏空,,,,,,,,,,,0.0,0.5,,
47,AAPL,2024-10-08 13:30:00,224.74,225.115,224.66,224.9297,1560837,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.796666,2025-09-30 00:19:05.796666,,,,偏空,,,,,,,,,,,0.0,0.5,,
48,AAPL,2024-10-08 14:30:00,224.92,225.59,224.78,225.27,2592549,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.796666,2025-09-30 00:19:05.796666,,,,偏空,,,,,,,,,,,0.0,0.5,,
49,AAPL,2024-10-08 15:30:00,225.27,225.975,225.235,225.78,3794652,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.800000,2025-09-30 00:19:05.800000,,,,偏空,,,,,,,,,,,0.0,0.5,,
50,AAPL,2024-10-09 09:30:00,225.5,227.17,224.83,227.1,6790643,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.800000,2025-09-30 00:19:05.800000,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
51,AAPL,2024-10-09 10:30:00,227.1,228.29,226.97,228.19,4601032,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.800000,2025-09-30 00:19:05.800000,,,,偏空,,,,,,,,,,,0.0,0.5,,
52,AAPL,2024-10-09 11:30:00,228.21,228.71,228.082,228.71,3064533,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.800000,2025-09-30 00:19:05.800000,,,,偏空,,,,,,,,,,,0.0,0.5,,
53,AAPL,2024-10-09 12:30:00,228.72,229.0399,228.52,228.86,2317434,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.800000,2025-09-30 00:19:05.800000,,,,偏空,,,,,,,,,,,0.0,0.5,,
54,AAPL,2024-10-09 13:30:00,228.84,229.67,228.03,229.63,2705052,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.803333,2025-09-30 00:19:05.803333,,,,偏空,,,,,,,,,,,0.0,0.5,,
55,AAPL,2024-10-09 14:30:00,229.62,229.6299,228.8,229.0742,3361168,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.803333,2025-09-30 00:19:05.803333,,,,偏空,,,,,,,,,,,0.0,0.5,,
56,AAPL,2024-10-09 15:30:00,229.07,229.75,229.06,229.51,3238655,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.803333,2025-09-30 00:19:05.803333,,,,偏空,,,,,,,,,,,0.0,0.5,,
57,AAPL,2024-10-10 09:30:00,227.78,228.8298,227.17,228.2555,6391325,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.803333,2025-09-30 00:19:05.803333,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
58,AAPL,2024-10-10 10:30:00,228.2364,228.396,227.63,228.29,3150593,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.806666,2025-09-30 00:19:05.806666,,,,偏空,,,,,,,,,,,0.0,0.5,,
59,AAPL,2024-10-10 11:30:00,228.29,229.23,228.14,228.71,2234297,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.806666,2025-09-30 00:19:05.806666,,,,偏空,,,,,,,,,,,0.0,0.5,,
60,AAPL,2024-10-10 12:30:00,228.725,228.7391,228.1203,228.5,1857916,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.806666,2025-09-30 00:19:05.806666,,,,偏空,,,,,,,,,,,0.0,0.5,,
61,AAPL,2024-10-10 13:30:00,228.49,228.8,228.04,228.32,1786905,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.810000,2025-09-30 00:19:05.810000,,,,偏空,,,,,,,,,,,0.0,0.5,,
62,AAPL,2024-10-10 14:30:00,228.32,228.945,228.07,228.855,1924289,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.810000,2025-09-30 00:19:05.810000,,,,偏空,,,,,,,,,,,0.0,0.5,,
63,AAPL,2024-10-10 15:30:00,228.855,229.5,228.805,229.03,3089900,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.810000,2025-09-30 00:19:05.810000,,,,偏空,,,,,,,,,,,0.0,0.5,,
64,AAPL,2024-10-11 09:30:00,228.295,228.9,227.34,228.76,6270537,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.810000,2025-09-30 00:19:05.810000,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
65,AAPL,2024-10-11 10:30:00,228.74,229.19,227.79,227.975,3392321,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.810000,2025-09-30 00:19:05.810000,,,,偏空,,,,,,,,,,,0.0,0.5,,
66,AAPL,2024-10-11 11:30:00,227.9701,228.11,227.66,227.8301,3047535,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.813333,2025-09-30 00:19:05.813333,,,,偏空,,,,,,,,,,,0.0,0.5,,
67,AAPL,2024-10-11 12:30:00,227.83,227.985,227.41,227.84,2091191,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.813333,2025-09-30 00:19:05.813333,,,,偏空,,,,,,,,,,,0.0,0.5,,
68,AAPL,2024-10-11 13:30:00,227.825,228.45,227.58,228.195,2354655,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.813333,2025-09-30 00:19:05.813333,,,,偏空,,,,,,,,,,,0.0,0.5,,
69,AAPL,2024-10-11 14:30:00,228.195,228.97,228.06,228.69,2828890,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.813333,2025-09-30 00:19:05.813333,,,,偏空,,,,,,,,,,,0.0,0.5,,
70,AAPL,2024-10-11 15:30:00,228.6887,228.76,227.5,227.52,3955806,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.816666,2025-09-30 00:19:05.816666,,,,偏空,,,,,,,,,,,0.0,0.5,,
71,AAPL,2024-10-14 09:30:00,228.7,231.31,228.6,230.685,8542412,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.816666,2025-09-30 00:19:05.816666,,,,偏空,,Anomaly,,,,量能異常,,,,,0.7,0.5,,
72,AAPL,2024-10-14 10:30:00,230.685,230.88,229.15,229.69,3661063,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.816666,2025-09-30 00:19:05.816666,,,,偏空,,,,,,,,,,,0.0,0.5,,
73,AAPL,2024-10-14 11:30:00,229.68,230.5292,229.43,230.2495,2488171,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.816666,2025-09-30 00:19:05.816666,,,,偏空,,,,,,,,,,,0.0,0.5,,
74,AAPL,2024-10-14 12:30:00,230.26,230.6064,230.2,230.43,1601087,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.820000,2025-09-30 00:19:05.820000,,,,偏空,,,,,,,,,,,0.0,0.5,,
75,AAPL,2024-10-14 13:30:00,230.41,230.5503,230.06,230.46,2240039,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.820000,2025-09-30 00:19:05.820000,,,,偏空,,,,,,,,,,,0.0,0.5,,
76,AAPL,2024-10-14 14:30:00,230.4835,231.4468,230.45,231.2226,3574497,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.820000,2025-09-30 00:19:05.820000,,,,偏空,,,,,,,,,,,0.0,0.5,,
77,AAPL,2024-10-14 15:30:00,231.22,231.7278,231.04,231.3,4541236,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.823333,2025-09-30 00:19:05.823333,,,,偏空,,,,,,,,,,,0.0,0.5,,
78,AAPL,2024-10-15 09:30:00,233.59,237.49,232.37,235.82,21113589,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.823333,2025-09-30 00:19:05.823333,,,,偏空,,Anomaly,,,,量能異常,,,,,0.7,0.5,,
79,AAPL,2024-10-15 10:30:00,235.82,236.13,234.6701,235.4314,8085291,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.826666,2025-09-30 00:19:05.826666,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
80,AAPL,2024-10-15 11:30:00,235.43,236.29,234.55,234.76,5436418,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.826666,2025-09-30 00:19:05.826666,,,,偏空,,,,,,,,,,,0.0,0.5,,
81,AAPL,2024-10-15 12:30:00,234.75,235.2,233.85,234.02,3242105,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.826666,2025-09-30 00:19:05.826666,,,,偏空,,,,,,,,,,,0.0,0.5,,
82,AAPL,2024-10-15 13:30:00,233.964,234.47,233.5,233.94,3554666,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.830000,2025-09-30 00:19:05.830000,,,,偏空,,,,,,,,,,,0.0,0.5,,
83,AAPL,2024-10-15 14:30:00,233.94,234.08,233.045,233.24,3377696,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.830000,2025-09-30 00:19:05.830000,,,,偏空,,,,,,,,,,,0.0,0.5,,
84,AAPL,2024-10-15 15:30:00,233.25,234.0699,232.81,233.8,5720018,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.830000,2025-09-30 00:19:05.830000,,,,偏空,,,,,,,,,,,0.0,0.5,,
85,AAPL,2024-10-16 09:30:00,231.62,232.12,229.85,230.7297,10626875,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.830000,2025-09-30 00:19:05.830000,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
86,AAPL,2024-10-16 10:30:00,230.71,231.14,230.05,230.585,3846997,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.833333,2025-09-30 00:19:05.833333,,,,偏空,,,,,,,,,,,0.0,0.5,,
87,AAPL,2024-10-16 11:30:00,230.58,230.9599,230.061,230.34,3420832,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.833333,2025-09-30 00:19:05.833333,,,,偏空,,,,,,,,,,,0.0,0.5,,
88,AAPL,2024-10-16 12:30:00,230.345,231.29,230.32,230.9099,2259958,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.833333,2025-09-30 00:19:05.833333,,,,偏空,,,,,,,,,,,0.0,0.5,,
89,AAPL,2024-10-16 13:30:00,230.9099,231.36,230.58,231.11,2251178,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.836666,2025-09-30 00:19:05.836666,,,,偏空,,,,,,,,,,,0.0,0.5,,
90,AAPL,2024-10-16 14:30:00,231.1,231.62,230.98,231.615,2354257,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.836666,2025-09-30 00:19:05.836666,,,,偏空,,,,,,,,,,,0.0,0.5,,
91,AAPL,2024-10-16 15:30:00,231.62,231.93,231.22,231.75,3021398,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.840000,2025-09-30 00:19:05.840000,,,,偏空,,,,,,,,,,,0.0,0.5,,
92,AAPL,2024-10-17 09:30:00,233.44,233.85,230.53,232.4001,7759044,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.840000,2025-09-30 00:19:05.840000,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
93,AAPL,2024-10-17 10:30:00,232.43,232.4899,231.2,232.26,2876717,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.840000,2025-09-30 00:19:05.840000,,,,偏空,,,,,,,,,,,0.0,0.5,,
94,AAPL,2024-10-17 11:30:00,232.26,232.804,232.05,232.25,2263962,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.840000,2025-09-30 00:19:05.840000,,,,偏空,,,,,,,,,,,0.0,0.5,,
95,AAPL,2024-10-17 12:30:00,232.24,232.53,232.03,232.3874,2159812,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.843333,2025-09-30 00:19:05.843333,,,,偏空,,,,,,,,,,,0.0,0.5,,
96,AAPL,2024-10-17 13:30:00,232.4,232.58,231.275,231.5865,2722249,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.843333,2025-09-30 00:19:05.843333,,,,偏空,,,,,,,,,,,0.0,0.5,,
97,AAPL,2024-10-17 14:30:00,231.58,232.11,231.37,231.755,2566480,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.843333,2025-09-30 00:19:05.843333,,,,偏空,,,,,,,,,,,0.0,0.5,,
98,AAPL,2024-10-17 15:30:00,231.755,232.33,231.64,232.26,3485679,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.846666,2025-09-30 00:19:05.846666,,,,偏空,,,,,,,,,,,0.0,0.5,,
99,AAPL,2024-10-18 09:30:00,235.88,236.05,234.02,234.77,17238560,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.846666,2025-09-30 00:19:05.846666,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
100,AAPL,2024-10-18 10:30:00,234.76,235.15,234.275,235.04,4579796,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.846666,2025-09-30 00:19:05.846666,,,,偏空,,,,,,,,,,,0.0,0.5,,
101,AAPL,2024-10-18 11:30:00,235.04,235.34,234.75,234.99,4353306,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.850000,2025-09-30 00:19:05.850000,,,,偏空,,,,,,,,,,,0.0,0.5,,
102,AAPL,2024-10-18 12:30:00,234.99,235.85,234.94,235.24,2973498,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.850000,2025-09-30 00:19:05.850000,,,,偏空,,,,,,,,,,,0.0,0.5,,
103,AAPL,2024-10-18 13:30:00,235.24,235.75,235.0416,235.53,2317890,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.850000,2025-09-30 00:19:05.850000,,,,偏空,,,,,,,,,,,0.0,0.5,,
104,AAPL,2024-10-18 14:30:00,235.525,235.64,235.03,235.3,2651508,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.853333,2025-09-30 00:19:05.853333,,,,偏空,,,,,,,,,,,0.0,0.5,,
105,AAPL,2024-10-18 15:30:00,235.29,235.3,234.8,234.98,3233611,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.853333,2025-09-30 00:19:05.853333,,,,偏空,,,,,,,,,,,0.0,0.5,,
106,AAPL,2024-10-21 09:30:00,234.45,235.99,234.45,235.67,7360513,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30 00:19:05.853333,2025-09-30 00:19:05.853333,,,,偏空,,,,,,量能異常,,,,,0.7,0.5,,
