symbol,datetime,open_price,high_price,low_price,close_price,volume,rsi_5,rsi_7,rsi_10,rsi_14,rsi_21,dif,macd,macd_histogram,rsv,k_value,d_value,j_value,ma5,ma10,ma20,ma60,ema12,ema26,bb_upper,bb_middle,bb_lower,atr,cci,willr,mom,MA_Cross,BB_Signal,MACD_Cross,Trend,MACD_Div,Return,ZScore,Anomaly,RSI_Signal,KD_Signal,SR_Signal,vol_ma,Volume_Anomaly,EMA_Cross,CCI_Signal,WILLR_Signal,MOM_Signal,Buy_Signals,Sell_Signals,Trade_Signal,Signal_Strength
2317,2025-07-02 00:00:00.0000000,160.0000,162.0000,160.0000,162.0000,65400687,52.8911,55.7475,57.3223,57.5033,56.0284,2.8044,2.2861,0.5183,68.9655,77.9977,76.9423,80.1086,163.3000,160.4500,157.9500,149.2833,160.5157,157.7113,165.4593,157.9500,150.4407,3.6926,46.3964,-31.0345,6.0000,2025-07-02 18:06:04.2133333,2025-07-09 12:41:57.8733333,短蠟燭
2317,2025-07-01 00:00:00.0000000,161.5000,166.0000,161.0000,165.5000,101734619,70.5298,69.5471,67.4819,64.6064,60.2548,2.8776,2.1565,0.7211,93.1034,82.5138,76.4145,94.7124,163.3000,159.8500,157.6500,148.8917,160.2458,157.3682,164.9651,157.6500,150.3349,3.5536,108.2026,-6.8966,10.5000,2025-07-02 18:06:04.2133333,2025-07-09 12:41:57.8366667,長蠟燭
2317,2025-06-30 00:00:00.0000000,166.0000,166.5000,161.0000,161.0000,59551541,55.1429,58.1232,59.0922,58.4839,56.2100,2.5728,1.9762,0.5966,62.0690,77.2190,73.3649,84.9272,162.3000,158.8000,156.9500,148.6917,159.2905,156.7176,163.7903,156.9500,150.1097,3.4423,105.6604,-36.6667,6.0000,2025-07-02 18:06:04.2133333,2025-07-09 12:41:57.8066667,"三線打擊上漲,脫離,光腳,空頭吞沒,長蠟燭"
2317,2025-06-27 00:00:00.0000000,163.0000,165.5000,162.5000,165.0000,74726884,87.7071,81.3839,74.4610,68.2252,61.5092,2.6046,1.8271,0.7775,96.2963,84.7940,71.4378,111.5063,161.3000,158.2000,156.5250,148.5417,158.9797,156.3750,163.3622,156.5250,149.6878,3.2840,171.8047,-3.4483,8.5000,2025-07-02 18:06:04.2133333,2025-07-09 12:41:57.7766667,長蠟燭
2317,2025-06-26 00:00:00.0000000,162.0000,164.0000,161.5000,163.0000,64983063,83.9052,77.5300,71.0758,65.5620,59.7000,2.2000,1.6327,0.5673,91.6667,79.0428,64.7598,107.6090,159.4000,157.3500,156.0750,148.2250,157.8851,155.6851,161.6988,156.0750,150.4512,3.3059,200.6745,-7.6923,5.5000,2025-07-02 18:06:04.2033333,2025-07-09 12:41:57.7333333,NULL
2317,2025-06-25 00:00:00.0000000,161.5000,162.0000,160.0000,162.0000,48074338,81.6331,75.3423,69.2411,64.1676,58.7774,1.8552,1.4909,0.3643,100.0000,72.7309,57.6182,102.9563,157.6000,156.8000,155.5250,148.0750,156.9551,155.0999,160.4390,155.5250,150.6110,3.3679,230.1802,0.0000,6.0000,2025-06-25 21:45:03.2700000,2025-07-09 12:41:57.6833333,上吊線
2317,2025-06-24 00:00:00.0000000,158.0000,162.0000,157.5000,160.5000,66177329,77.8870,71.8141,66.3605,62.0260,57.3835,1.4900,1.3998,0.0902,85.0000,59.0964,50.0619,77.1654,156.4000,156.2000,155.0250,148.0500,156.0378,154.5478,159.1780,155.0250,150.8720,3.4731,278.4444,-13.6364,5.0000,2025-06-25 21:45:03.2700000,2025-07-09 12:41:57.6500000,NULL
2317,2025-06-23 00:00:00.0000000,153.0000,156.0000,152.0000,156.0000,48485749,56.6834,55.4060,54.9758,54.4407,52.8262,1.1548,1.3772,-0.2224,61.5385,46.1446,45.5446,47.3446,155.3000,155.7000,154.6500,148.1417,155.2265,154.0717,158.0426,154.6500,151.2574,3.2787,-69.6517,-33.3333,1.5000,2025-06-25 21:45:03.2700000,2025-07-09 12:41:57.6000000,光頭
2317,2025-06-20 00:00:00.0000000,154.5000,155.5000,153.0000,155.5000,58365008,52.6474,52.7885,53.3986,53.4820,52.2863,1.1685,1.4328,-0.2644,45.4545,38.4477,45.2446,24.8537,155.1000,155.5500,154.5500,148.2917,155.0859,153.9174,157.8951,154.5500,151.2049,3.2232,-44.9799,-40.0000,2.5000,2025-06-25 21:45:03.2700000,2025-07-09 12:41:57.5700000,"錘頭,孕線"
2317,2025-06-19 00:00:00.0000000,155.5000,156.0000,154.0000,154.0000,20289055,39.0086,44.3961,48.5308,50.5854,50.6732,1.2198,1.4989,-0.2792,0.0000,34.9442,48.6431,7.5464,155.3000,155.3000,154.4250,148.4167,155.0106,153.7908,157.8055,154.4250,151.0445,3.2788,-28.2828,-60.0000,-1.5000,2025-06-25 21:45:03.2700000,2025-07-09 12:41:57.5400000,"光腳,長蠟燭"
